dataset,question,ground_truth,generated_response,correct,justification
positive,How can I run an off-cycle payroll for contractors in Vagaro?,"To run an off-cycle payroll for contractors in Vagaro, go to Reports → Payroll, select Contractors, choose Off-Cycle Payroll, configure your report filters, select the contractors, add payments, then review and submit the payroll in the popup.","To run an off-cycle payroll for contractors in Vagaro, go to Reports → Payroll (or Payroll History on phone). Select Contractors, then choose Off-Cycle Payroll. Configure your filters, select the contractors, add payments, and then review and submit the payroll. Source: https://support.vagaro.com/hc/en-us/articles/25191460540827-Run-an-Off-Cycle-Payroll-for-Contractors",True,"The AI's response accurately covers the steps to run an off-cycle payroll for contractors in Vagaro, including all key actions and the correct sequence."
positive,How can I filter the Rebooking report to show data for a specific employee and location?,"On a computer, tablet, Pay Desk, or PayPro, you can set filters by selecting Filters in the top-right corner, then choosing the specific employee and location options before running the report.","To filter the Rebooking report for a specific employee and location, select the Filters option at the top of the report screen. Then, set the Employee and Business Location filters accordingly before running the report. Source: https://support.vagaro.com/hc/en-us/articles/360000510854-Run-the-Employee-Rebooking-Performance-Report",True,"The AI's response accurately describes the process of filtering the Rebooking report by employee and location, aligning with the ground truth."
positive,What happens if a Daily Deal does not meet Vagaro's quality standards during review?,"If a Daily Deal does not fit Vagaro's standards, it will be denied, but it will still be shown on your Vagaro Listing Page and in Email/Text marketing campaigns.","If a Daily Deal does not meet Vagaro's quality standards during review, it will be denied. However, it will still be shown on your Vagaro Listing Page and in Email/Text marketing campaigns. Source: https://support.vagaro.com/hc/en-us/articles/204254384-Create-a-Daily-Deal-for-Services-Classes",True,The AI's response accurately reflects the ground truth by stating that the Daily Deal will be denied but still shown on the Vagaro Listing Page and in marketing campaigns.
positive,How can staff members add a reminder or special instruction to a client's record before their visit?,"Staff can add a note to the client's profile, which can be a general comment, allergy info, or a reminder, either through the app or on a computer, and it will be saved in their profile for future reference.","Staff members can add a note to a customer's profile, such as a reminder or special instruction, by going to the customer's profile, selecting the Notes tab, and then creating a new note. They can choose the note type (General, Allergy, Formula, or Popup) and enter the relevant information before the client's visit. Source: https://support.vagaro.com/hc/en-us/articles/360007906613-Manage-Customer-Notes",True,"The AI's response accurately explains how staff can add a reminder or special instruction to a client's record, including the process and options available."
positive,"If I want to make sure my clients give me their contact details when they fill out a form, how can I set that up?",You can add the Contact module to your form and turn on the 'Required Field' option to ensure clients provide their contact information.,"To ensure your clients provide their contact details, add the Contact element to your form and turn on the ""Required Field"" option for that element. This makes the contact information mandatory for clients to fill out. Source: https://support.vagaro.com/hc/en-us/articles/24398221452571-Collect-and-Update-Customer-Contact-Information-With-a-Form",True,"The AI's response accurately conveys the main idea of adding a Contact element and making it a required field, which directly addresses the customer's question."
positive,What should I do if I receive a suspicious email claiming to be from Vagaro?,"Do not respond, click links, or download attachments; instead, forward the suspicious email to support@vagaro.com.","If you receive a suspicious email claiming to be from Vagaro, do not respond, click links, or download attachments. Instead, forward the email to support@vagaro.com for review. Source: https://support.vagaro.com/hc/en-us/articles/28217516278043-Avoid-Phishing-Vishing-and-Scams",True,The AI's response accurately conveys the main points of the ground truth answer and provides the necessary steps for the customer.
positive,How can I tell if my online booking site is connected to my Yelp page so customers can see the 'Book Now' option?,"You can check your Business Profile settings to see if the 'List Business on Yelp' feature is enabled, which indicates your Yelp integration is active.","To check if your online booking site is connected to your Yelp page, go to your Business Profile in Vagaro: 

- On Phone: Select More → Settings → Business Profile
- On Computer, Tablet, Pay Desk, or PayPro: Select Settings → Business Profile

Ensure that ""List Business on Yelp"" is turned on. If it is, your Yelp page should display the ""Book Now"" button for customers. 

Source: https://support.vagaro.com/hc/en-us/articles/204228314-Yelp-Integration",True,"The AI's response accurately guides the customer to check their Business Profile settings for the 'List Business on Yelp' feature, which aligns with the ground truth answer."
positive,How can I include images or videos to help customers better understand my products?,"You can add an image or video to your product listing under the Upload Image section, and it will be displayed on your product's page to help customers see what you're offering.","You can add images or videos to your product listing by uploading them under the ""Upload Image"" section when editing your product. Any media you add will be shown on your product listing page. Source: https://support.vagaro.com/hc/en-us/articles/360035414133-Sell-Products-Online",True,The AI's response accurately conveys the process of adding images or videos to a product listing and aligns with the ground truth.
positive,How can I filter my email campaign recipients to only include customers who have been with my business since before a specific date?,"Use the 'Customer Since' filter, select 'Before,' and then choose the specific date to target customers who have been with your business since before that date.","To filter your email campaign recipients to only include customers who have been with your business since before a specific date, use the ""Customer Since"" filter on a computer, tablet, Pay Desk, or PayPro. Select ""Before"" and then choose the specific date. This will target customers who joined before that date. Source: https://support.vagaro.com/hc/en-us/articles/4412639225883-Filter-Audience-for-Email-Campaigns",True,"The AI's response accurately explains how to use the 'Customer Since' filter to target customers who joined before a specific date, aligning with the ground truth."
positive,Can I set an auto-renew limit for a package or a membership?,"Yes, both packages and memberships let you set an auto-renew limit.","You can set an auto-renew limit for a package, but for a membership, auto-renew can only be time-based (days, months, years). Source: https://support.vagaro.com/hc/en-us/articles/49847995100187-Difference-Between-a-Package-and-a-Membership",False,"The AI's response contradicts the ground truth by stating that you cannot set an auto-renew limit for a membership, which is incorrect."
positive,How do I download the Vagaro Pro app on my device?,"To download the Vagaro Pro app, open your device's app store, search for 'Vagaro Pro,' and then select 'Get' on an Apple device or 'Install' on an Android device. After installation, open the app and log in or create a new account.","To download the Vagaro Pro app, go to your device's app store. On an Apple device, open the Apple App Store; on an Android device, open the Google Play Store. Search for ""Vagaro Pro,"" then select ""Get"" or ""Install."" Once installed, open the app and log in or create a new account. Source: https://support.vagaro.com/hc/en-us/articles/27418205625883-Download-the-Vagaro-and-Vagaro-Pro-App",True,The AI's response accurately covers the steps to download the Vagaro Pro app and provides additional detail about the specific app stores for each device.
positive,How can I check which gadgets have been used to access an employee's account on my phone or computer?,"You can view the connected devices by navigating to the employee's profile settings, then accessing the Password & Security section to see the devices listed there.","To check which devices have been used to access an employee's account on your phone or computer, go to Settings → Employee Profiles. Select the employee's profile, then navigate to the Password & Security tab. Scroll down to the Connected Devices section to view the devices. Source: https://support.vagaro.com/hc/en-us/articles/28278423726747-View-Your-Connected-Devices",True,"The AI's response accurately describes the steps to check connected devices, aligning with the central idea of the ground truth answer."
positive,What should I do if my PayPro Mini isn't pairing with my Mac or PC after connecting via USB-C?,"Ensure you have the latest version of the Vagaro Pro Utility (1.1.6 or above for Mac), update the utility if needed, and verify that your device is properly connected via USB-C. Also, check permissions in Chrome or Edge as instructed, and make sure your computer and PayPro Mini are always plugged in via USB-C for a successful connection.","Ensure you have updated the Vagaro Pro Utility to version 1.1.6 or above (Mac) or 1.2.1 or above (Windows). Then, open Vagaro, go to the Checkout screen, select Connect, and choose PayPro Mini to pair. If it still doesn't pair, check your permissions in Chrome or Edge: go to site settings and allow local network access, then refresh your browser. Source: https://support.vagaro.com/hc/en-us/articles/33992723390235-Connect-PayPro-Mini-to-Mac-or-PC",True,"The response provides the necessary steps to update the Vagaro Pro Utility and check permissions, which aligns with the ground truth answer."
positive,How can I fill out a new form for a customer from their profile on Vagaro's web version?,"Go to Customers, select the customer, click on the Forms tab, click 'Fill New Form', choose the form to be filled out, select 'Fill Form' in the popup, complete the form, then click 'Save'.","To fill out a new form for a customer from their profile on Vagaro's web version, go to Customers, select the customer, click on the Forms tab, then click ""Fill New Form,"" choose the form, select ""Fill Form,"" complete it, and click Save. Source: https://support.vagaro.com/hc/en-us/articles/360008820354-Fill-Out-a-Form-from-a-Customer-s-Profile",True,The AI's response accurately follows the steps outlined in the ground truth answer and provides the necessary information to help the customer.
positive,How do I set the Star TSP100III USB printer as the default printer on my Mac?,"Connect the printer to your Mac with the USB cable, turn it on, then go to System Preferences > Print & Fax, and select STAR TSP 100 from the Default Printer drop-down menu.","To set the Star TSP100III USB printer as the default printer on your Mac, go to System Preferences > Print & Fax. In the Default Printer drop-down box, select STAR TSP 100. Source: https://support.vagaro.com/hc/en-us/articles/204347320-Star-USB-Printer-Setup-Mac-Computers",True,"The AI's response accurately describes the steps to set the printer as the default on a Mac, aligning with the ground truth answer."
positive,"What are the processing rates for small merchants processing in-person payments via swipe, dip, or tap?","For small merchants processing in-person payments via swipe, dip, or tap, the rate is 2.6% plus $0.10 per transaction, with no monthly fee required.","For small merchants processing in-person payments via swipe, dip, or tap, the rate is 2.6% + $0.10 per transaction. There is no monthly fee required for Small Merchants. Source: https://support.vagaro.com/hc/en-us/articles/115000595607-United-States-Credit-Card-Processing-Rates-and-Fees",True,"The AI's response accurately conveys the processing rate and the absence of a monthly fee for small merchants, aligning with the ground truth."
positive,How can I ensure that my message reaches only those clients who have been with my business for a certain period or have made a specific number of visits?,You can use filters like 'Customer Since' to target clients based on when they joined and 'No. of Apps Between' to select customers with a certain number of appointments.,"To target clients who have been with your business for a certain period, use the ""Customer Since"" filter and select ""Before"" or ""After"" a specific date. To target clients with a specific number of visits, use the ""No. of Apps Between"" filter and enter the desired range (e.g., 10 to 10 for exactly ten visits). Source: https://support.vagaro.com/hc/en-us/articles/26573120674587-Filter-Audience-for-Text-Campaigns",True,The AI's response accurately describes how to use the 'Customer Since' and 'No. of Apps Between' filters to target clients based on their duration with the business and number of visits.
positive,How can I see which clients had their appointments canceled or marked as no-shows within a specific period?,"You can run the Cancellations and No-Shows report by selecting the appropriate date range and filters to view appointments that were denied, canceled, deleted, or considered no-shows during that time.","To see which clients had their appointments canceled or marked as no-shows within a specific period, run the Cancellations and No-Shows report. On a computer or tablet, go to Reports → Appointments Summary, set your desired date range, and filter by Customer if needed. Then, select Run Report to view the details. You can also export or print the report for further review. Source: https://support.vagaro.com/hc/en-us/articles/360000346733-Cancellations-and-No-Shows-Report",True,The AI's response accurately describes how to access the Cancellations and No-Shows report and includes additional helpful details about filtering and exporting the report.
positive,How can I make a form mandatory for customers when they book a specific service or class?,"To require a form for specific services or classes, turn on 'Form is Mandatory When Booking' in the form's settings and then select the services and classes you want to require the form for.","To make a form mandatory for customers when they book a specific service or class, go to Forms, create or edit a form, then in Settings, turn on ""Form is Mandatory When Booking"" and select the specific services or classes you want to require the form for. You can also enable ""Always Require Form"" if needed. Source: https://support.vagaro.com/hc/en-us/articles/24398220401819-Make-Forms-Mandatory-for-Your-Customers",True,The AI's response accurately explains how to make a form mandatory and includes additional helpful detail about enabling 'Always Require Form'.
positive,How can I filter the Payroll History report by payroll period on a mobile device?,"On a phone, to filter the Payroll History report by payroll period, select Filters in the top-right corner, then choose Run Report, and select the desired Payroll Period date range.","To filter the Payroll History report by payroll period on a mobile device, select More → Reports → Payroll History. Then, in the top-right corner, tap Filters, and choose the Payroll Period date range you want to review. Source: https://support.vagaro.com/hc/en-us/articles/115003990314-Payroll-History-Report",True,"The AI's response accurately describes the steps to filter the Payroll History report by payroll period on a mobile device, aligning with the central idea of the ground truth answer."
positive,What does the 'Payroll Due' amount represent in the Employee Payroll Tab?,The 'Payroll Due' amount represents the total amount paid to the employee for the pay period.,The 'Payroll Due' amount represents the total amount paid to the employee for the pay period. Source: https://support.vagaro.com/hc/en-us/articles/115003990314-Payroll-History-Report,True,The AI's response accurately reflects the ground truth answer regarding the 'Payroll Due' amount.
positive,"If I want to update the notes on a pending debt record, how would I do that?",You can select the IOU and choose the Edit option to change the comment added to the IOU.,"To update the notes on a pending debt record (Outstanding IOU), you can select the IOU from the report and choose the ""Edit"" option to change the comment or notes. This applies on both phone and computer/tablet interfaces. Source: https://support.vagaro.com/hc/en-us/articles/360008144194-Manage-IOUs-from-the-IOU-Report",True,The AI's response accurately conveys the method to update notes on a pending debt record and includes additional helpful information about device compatibility.
positive,What types of sales are included in the Service Sales total in the report?,"The Service Sales total includes revenue from in-house or online cart service sales, based on checkout date, excluding points redemptions, business cost, tips, discounts, taxes, refunds, and membership, package, and gift card redemptions.","The Service Sales total includes revenue from in-house or online cart service sales, based on checkout date. It excludes points redemptions, business cost, tips, discounts, taxes, refunds, and membership, package, and gift card redemptions. Source: https://support.vagaro.com/hc/en-us/articles/360000348493-Run-the-Sales-Summary-Report",True,The AI's response accurately covers the central idea of the ground truth answer regarding what is included and excluded in the Service Sales total.
positive,How long does it typically take to import my business information from Booksy to Vagaro after scheduling an import appointment?,It typically takes one to three business days to import your information from Booksy to Vagaro after scheduling your appointment.,It typically takes one to three business days to import your information from Booksy to Vagaro after scheduling your import appointment. Source: https://support.vagaro.com/hc/en-us/articles/19007441402395-Import-Your-Business-From-Booksy-to-Vagaro,True,"The AI's response accurately reflects the time frame for importing information, matching the ground truth."
positive,"If I want a unique symbol to represent my business, how does Vagaro help me get one made?","Vagaro's team of skilled designers can craft a personalized logo for your business, with options for revisions and the ability to order through their online store.","Vagaro offers custom logo design services through its in-house designers, who can create a unique symbol to represent your business. The process includes two rounds of edits/proofs, with additional edits available for a small fee. You can purchase a custom logo through the Vagaro Online Store, and a professional designer will contact you within one business day. Source: https://support.vagaro.com/hc/en-us/articles/221857707-Custom-Logo-Design-Examples",True,"The AI's response accurately describes Vagaro's custom logo design services, including the involvement of in-house designers, the revision process, and the purchasing method, aligning well with the ground truth."
positive,How do I rebook an appointment from the Vagaro Pro App calendar?,"To rebook from the Vagaro Pro App calendar, go to the Calendar screen, select the appointment to open its details, then tap Rebook. Confirm the appointment details, select a timeslot from an employee's availability, review the details, and then tap Book to add the appointment to the calendar.","To rebook an appointment from the Vagaro Pro App calendar, go to the Calendar screen, select the desired calendar, find and tap the appointment to open its details, then select Rebook. From there, confirm the appointment details, choose a timeslot from an employee's availability, and tap Book to add the appointment to your calendar. Source: https://support.vagaro.com/hc/en-us/articles/221194188-Rebook-an-Appointment",True,"The AI's response accurately describes the steps to rebook an appointment from the Vagaro Pro App calendar, aligning closely with the ground truth."
positive,How can I update a customer's package to change the number of visits in Vagaro?,"To change the visits balance, select the package in the Packages report, then choose 'Edit Balance' to update the number of visits.","To update the number of visits in a customer's package, select the package in the Packages report, then choose ""Edit Package."" From there, select ""Edit Balance"" to change the visits balance. Source: https://support.vagaro.com/hc/en-us/articles/4406235637275-Manage-Customer-Packages-from-the-Packages-Report",False,The AI's response incorrectly states to choose 'Edit Package' instead of directly stating to choose 'Edit Balance' after selecting the package.
positive,How can I view the history of changes made to a personal task on the Vagaro Pro App?,"Select the personal task on the calendar, then tap Action → History in the top-right corner to see all previous changes made to the task.","To view the history of changes made to a personal task on the Vagaro Pro App, select the personal task on the calendar, then tap ""Edit."" If the task is part of a repeating series, choose ""Edit This Occurrence"" or ""Edit Series."" Then, select ""Action → History"" in the top-right corner to see the task timeline/history. Source: https://support.vagaro.com/hc/en-us/articles/360010603213-Schedule-Personal-Tasks-and-Closures-on-the-Calendar",True,"The AI's response accurately describes the steps to view the history of changes, including the necessary actions to take, and aligns with the central idea of the ground truth answer."
positive,How do I group multiple same-day appointments for checkout on a mobile device?,"On a phone, select Checkout, then Select Customer, choose In Today, select the customers to be grouped, and then select Group Customers. Choose the customer who will pay for everyone, enter payment information, and then select Checkout.","To group multiple same-day appointments for checkout on a mobile device, select Checkout, then Select Customer. Tap In Today, select the customers to be grouped, and then tap Group Customers. Choose the customer who will pay for everyone, enter payment information, and then select Checkout. Source: https://support.vagaro.com/hc/en-us/articles/360000311733-Group-Customers-at-Checkout",True,"The AI's response accurately covers the steps needed to group same-day appointments for checkout on a mobile device, matching the ground truth."
positive,What is the primary purpose of a SOAP Note in Vagaro?,"The primary purpose of a SOAP Note in Vagaro is to serve as a professional documentation tool for internal use, recording details of a client session such as progress, treatment details, or session logs.","The primary purpose of a SOAP Note in Vagaro is to serve as a professional documentation tool for internal use, recording client session details such as progress, treatments, or session notes. Source: https://support.vagaro.com/hc/en-us/articles/39886751944987-Using-Forms-vs-SOAP-Notes",True,The AI's response accurately captures the main idea of the ground truth answer regarding the purpose of a SOAP Note in Vagaro.
positive,How can I make more employee schedules appear on my screen without losing clarity?,"You can switch to the Compact view to display more calendars simultaneously, or choose the Fit All option in the Day view to resize calendars to fit the screen.","You can switch to the Compact view to display more employee calendars at once. Keep in mind that if you select too many, you may need to scroll horizontally to see all. Source: https://support.vagaro.com/hc/en-us/articles/47288222288923-Switch-Between-the-Compact-Expanded-or-Fit-All-Calendar-View",True,The AI's response accurately addresses the customer's question by suggesting the Compact view to display more calendars and includes a helpful note about potential scrolling.
positive,How can I reset my Vagaro password if I forgot it?,"To reset your Vagaro password, open the Vagaro app or Vagaro Pro app, tap 'Forgot Password,' enter your email address, and then check your email for a message from Vagaro. Follow the link in the email to set a new password and then log in with it.","To reset your Vagaro password if you forgot it, open the Vagaro app or go to www.vagaro.com, select the login screen, then click ""Forgot Password."" Enter your email address, check your email for the reset message, and follow the link to set a new password. Log in with your new password afterward. Source: https://support.vagaro.com/hc/en-us/articles/204346860-Change-or-Reset-Your-Password",True,"The AI's response accurately describes the process to reset the Vagaro password and includes all necessary steps, even though it adds the option to use the website."
positive,"When can the cash drawer balance be viewed in Vagaro, and does it include past dates?","The cash drawer balance can be viewed at any time of the day in the Transaction List summary view, but it only shows the current day's balance and does not include past dates.","The cash drawer balance can be viewed at any time during the day in the Transaction List summary view. However, it only shows the balance for the current day; there isn't a way to view past dates or their balances. Source: https://support.vagaro.com/hc/en-us/articles/204347780-Enter-the-Daily-Cash-Drawer-Opening-Balance",True,The AI's response accurately conveys that the cash drawer balance can be viewed at any time during the day and clarifies that it only reflects the current day's balance without including past dates.
positive,How can I check if my Vagaro EMV reader is successfully connected on a Windows computer?,"Click the Vagaro icon in the system tray; a Blue Dot indicates the reader is connected and ready to process transactions, while a Red Dot means it is not connected.","To check if your Vagaro EMV reader is successfully connected on a Windows computer, look at the Vagaro icon in the system tray (bottom-right corner). A Blue Dot indicates the reader is connected and ready to process transactions, while a Red Dot means it is not connected. If connected, Pay By Card will change to blue, allowing you to proceed with checkout. Source: https://support.vagaro.com/hc/en-us/articles/360018745934-Pair-the-Credit-Card-EMV-Reader-with-a-Computer",True,The AI's response accurately describes how to check the connection status of the Vagaro EMV reader and includes additional helpful information about the Pay By Card feature.
positive,How do I add a custom field to a form or SOAP note in Vagaro?,"In the form designer, select the Custom Field element, drop it into the form builder, and then choose the custom field from the Select Field list.","To add a custom field to a form or SOAP note in Vagaro, go to Forms, select your form or SOAP note, then in the form designer, select the Custom Field element and drop it into the form builder. Choose the custom field from the Select Field list or create a new one. Save and publish your form. Source: https://support.vagaro.com/hc/en-us/articles/48620720637083-Add-a-Custom-Field-to-a-Form-or-SOAP-Note",True,"The AI's response accurately describes the process of adding a custom field and includes additional helpful steps, such as saving and publishing the form."
positive,How can I make sure customers are notified when their class starts after they've checked in?,"You can enable the Confirm Customer Mobile Number During Check-In option to prompt customers to enter their phone number, so they can receive notifications when their class begins.","To notify customers when their class starts after check-in, enable the ""Confirm Customer Mobile Number During Check-In"" option in the Check-In app settings. This prompts customers to enter their phone number so they can receive notifications. 

Source: https://support.vagaro.com/hc/en-us/articles/360038981033-Activate-the-Check-In-App",True,The AI's response accurately conveys the main point of the ground truth answer and provides the necessary steps to ensure customers receive notifications.
positive,How do I add envelopes or sleeves to my Vagaro gift card order?,"Click on the Envelopes & Accessories tile, then select View Stock Envelope Options, choose the quantity for each sleeve option, and click Continue to proceed with your order.","To add envelopes or sleeves to your Vagaro gift card order, select the ""Envelopes & Accessories"" tile on the order form, then choose ""View Stock Envelope Options"" at the top of the screen. Under each sleeve option, select the desired quantity. Source: https://support.vagaro.com/hc/en-us/articles/30847952225179-Order-Gift-Cards-from-Vagaro",True,"The AI's response accurately describes the steps to add envelopes or sleeves to the Vagaro gift card order, aligning with the ground truth."
positive,What is the cost of activating the Xero integration for a Vagaro business in USD?,The cost is $10 USD per month.,The cost of activating the Xero integration for a Vagaro business in USD is $10 USD per month. Source: https://support.vagaro.com/hc/en-us/articles/115005756128-Activate-the-Xero-Integration,True,"The AI's response accurately states the cost of activating the Xero integration, matching the ground truth."
positive,How can I get my cash drawer to open automatically when I print a customer's bill?,Connecting the cash drawer to the receipt printer with the RJ12 cable will cause it to open automatically each time a receipt is printed.,"Connect your cash drawer to your receipt printer using the RJ12 cable. Once set up, the cash drawer will open automatically each time a receipt is printed. Source: https://support.vagaro.com/hc/en-us/articles/34789265649179-Set-Up-Cash-Drawer-with-the-Vagaro-Receipt-Printer",True,"The AI's response accurately conveys the necessary steps to connect the cash drawer to the receipt printer, which addresses the customer's question."
positive,What are the prerequisites for a business to be approved to Get Featured on Vagaro?,"The prerequisites include having a business type that offers services in industries like barber, beauty, fitness, wellness, self-care, or pet grooming; a business description in your profile; at least one spoken language and accepted payment method selected; a cancellation policy; and a logo or high-quality photo that meets image standards.","The prerequisites for a business to be approved to Get Featured on Vagaro include: having a business type that offers services in industries like barber, beauty, fitness, wellness, self-care, or pet grooming; a business description in your profile; at least one spoken language and accepted payment method selected; a service or class cancellation policy; and a logo or high-quality photo of your space, work, or team. Source: https://support.vagaro.com/hc/en-us/articles/18977275777947-Get-Featured-on-the-Vagaro-Marketplace",True,"The AI's response accurately covers all the key prerequisites for getting featured on Vagaro, even with slight wording variations."
positive,What role should I assign to Vagaro when inviting them to my Apple Developer account?,You should select the Admin checkbox in the Roles section when completing the New User form.,"You should assign the ""Admin"" role to Vagaro when inviting them to your Apple Developer account. Source: https://support.vagaro.com/hc/en-us/articles/360033330154-Set-up-an-Apple-Developer-Account",True,"The AI's response accurately conveys the necessary action of assigning the 'Admin' role to Vagaro, which aligns with the ground truth."
positive,How can I write a review for a business I visited using the Vagaro app?,"Log into your Vagaro account in the Vagaro app, go to the business's Vagaro Listing Page, scroll down to Reviews, select Write a Review, choose a rating, optionally select a service provider or employee, add photos if desired, and then tap Post Review.","To write a review for a business you visited using the Vagaro app, log into your Vagaro account in the app, go to the ""Appointments"" section at the bottom of the screen, find the past appointment with the business, then select ""Write a Review."" Choose a rating, optionally add comments and photos, then select ""Post Review."" Source: https://support.vagaro.com/hc/en-us/articles/115003312174-Write-a-Review-for-Customers-of-a-Vagaro-Business",False,"The AI's response incorrectly directs the user to the 'Appointments' section instead of the business's Vagaro Listing Page, which is a key detail for writing a review."
positive,How do I choose where I want the appointment to happen when I book a mobile service?,"You can select whether the service takes place at the business, at your profile's address, or another location you specify.","When booking a mobile service, you can choose the location for the appointment during the booking process. Options include the Business's Location, Your Profile Address (My Location), or a Different Location you specify. Select the appropriate option and continue with your booking. Source: https://support.vagaro.com/hc/en-us/articles/360055718674-Book-a-Mobile-Service-House-Call-for-Customers-of-Vagaro-Business",True,The AI's response accurately conveys the options for selecting the appointment location and provides clear guidance on how to proceed with the booking.
positive,What hardware components are included in the box when I purchase PayPro?,"The box includes the main PayPro unit with a tilting screen, the PayPro hub, an AC adapter, and an AC adapter cable.","The box includes the main PayPro unit with a tilting screen, the PayPro hub, an AC adapter, and an AC adapter cable. Source: https://support.vagaro.com/hc/en-us/articles/27745463426203-Set-Up-PayPro",True,"The AI's response accurately lists all the hardware components included in the box, matching the ground truth."
positive,How can I manually split a tip among multiple employees during checkout in Vagaro?,"During checkout, select 'Split' and have the customer enter the amount to tip each provider, then click 'Apply'. This option only appears if multiple employees are selected at checkout.","To manually split a tip among multiple employees during checkout in Vagaro, select the ""Split"" option on the tip screen, then have the customer enter the amount to tip each provider, and finally click ""Apply."" This option only appears if multiple employees are selected at checkout. Source: https://support.vagaro.com/hc/en-us/articles/204347750-Split-a-Tip-at-Checkout",True,"The AI's response accurately conveys the process for splitting a tip among multiple employees during checkout in Vagaro, matching the essential details of the ground truth."
positive,How can I encourage clients to buy something online before or after their appointment using my messages?,"You can include a special discount code in your automatic email and message alerts, which may motivate clients to make a purchase on your Vagaro Listing Page either before or after their scheduled visit.",You can add a promo code to your automated email notifications and reminders. Include the promo code in the message to incentivize clients to make a purchase on your Vagaro Listing Page before or after their appointment. Source: https://support.vagaro.com/hc/en-us/articles/360037452234-Add-a-Promo-Code-to-Email-Notifications,True,"The AI's response accurately conveys the central idea of including a promo code in automated messages to encourage purchases, aligning with the ground truth."
positive,How do I set up automatic cancellation or no-show fees for services in Vagaro?,"To set up automatic cancellation or no-show fees for services, go to Online Shopping Cart > Settings > Online Shopping Cart, select 'Capture Credit Card' under 'Require Deposit or Capture Credit Card at the time of Booking Services,' and enter the minimum service price, fee amount (percentage or fixed), and cut-off time. Then, choose the customer types required to provide a credit card and save the settings.","To set up automatic cancellation or no-show fees for services in Vagaro, enable the ""Capture Credit Card"" feature in your Online Shopping Cart settings. Then, specify the minimum service price, the fee amount (percentage or fixed), and the cancellation cut-off time. Also, select the customer types required to provide a credit card. Once configured, Vagaro will automatically charge the fees when customers cancel or no-show. Source: https://support.vagaro.com/hc/en-us/articles/17733260320539-Automatically-Charge-a-Cancellation-or-No-Show-Fee",True,"The AI's response accurately covers the steps needed to set up automatic cancellation or no-show fees in Vagaro, aligning with the ground truth answer."
positive,How can business owners restrict employees from changing prices or applying discounts during checkout in Vagaro?,"Business owners can restrict employees by setting Access Levels under Settings > Discounts Checkout > Customer Checkout, choosing options like View or Modify for discounts, and setting specific permissions for Price Reductions and Discounts for each area, which may require approval for changes.","Business owners can restrict employees from changing prices or applying discounts during checkout by adjusting the Customer Checkout access level settings. Set the access level to ""Cannot Modify"" or ""Can Modify With Limit"" for Price Reductions and Discounts for each checkout area. Employees with these settings will require approval from an authorized employee to make changes. You can manage these settings under Settings > Access Levels. Source: https://support.vagaro.com/hc/en-us/articles/4412317816731-Limit-Employees-Ability-to-Change-Prices-and-Discounts",True,"The AI's response accurately describes how to restrict employees from changing prices or applying discounts, including the necessary settings and permissions."
positive,How can I access my business's payroll documents in Vagaro Payroll on a computer?,"On a computer, go to Settings → Vagaro Payroll, then select the Documents tab, find the document you want to view, and click Download.","To access your business's payroll documents on a computer in Vagaro Payroll, go to Settings → Vagaro Payroll, then select the Documents tab. Find the document you want to view and select Download. The file will be downloaded to your folder. Source: https://support.vagaro.com/hc/en-us/articles/24718151586203-View-Your-Business-s-Payroll-Information",True,The AI's response accurately covers the steps to access payroll documents and includes additional detail about the file being downloaded.
positive,Where do I set up my employees' salaries in Vagaro?,"You set up your employees' salaries in the Payroll Configuration screen by selecting Reports → Payroll Configuration, then scrolling down to the Salary tab and entering their Salary Per Year for each employee.","You set up your employees' salaries in the Payroll Configuration screen by selecting Reports → Payroll Configuration, then scrolling down to the Salary tab and entering the Salary Per Year for each employee. Source: https://support.vagaro.com/hc/en-us/articles/24718201308827-Set-Up-Your-Employees-Salaries",True,"The AI's response accurately conveys the process for setting up employees' salaries in Vagaro, matching the ground truth."
positive,What steps should I follow to cancel my Vagaro subscription on a computer or tablet?,"To cancel your Vagaro subscription on a computer or tablet, go to Settings → Manage Subscription, scroll down to Cancel Subscription, then select Cancel My Vagaro Subscription. Provide the reasons for cancellation, share any feedback, read and agree to the cancellation policy, then select Cancel Vagaro Account and confirm by selecting Cancel Subscription.","To cancel your Vagaro subscription on a computer or tablet, follow these steps:

1. Select **Settings**.
2. Click on **Manage Subscription**.
3. Scroll down to **Cancel Subscription**.
4. Click **Cancel My Vagaro Subscription**.
5. Provide the reasons for cancellation and any feedback.
6. Carefully read the cancellation policy, select **I agree to the cancellation policy**, then click **Cancel Vagaro Account**.
7. Confirm by selecting **Cancel Subscription**.

Source: https://support.vagaro.com/hc/en-us/articles/204347110-Cancel-or-Pause-Your-Vagaro-Subscription",True,"The AI's response accurately outlines the steps to cancel a Vagaro subscription, matching the central idea of the ground truth answer."
positive,How can I rebook an appointment for a customer in Vagaro?,You can rebook an appointment by selecting a previously checked-out appointment on the calendar or choosing rebook in the 'What do you want to do next?' popup when checking out a customer.,"To rebook an appointment for a customer in Vagaro, select a previously checked-out appointment on the calendar or choose rebook in the ""What do you want to do next?"" popup when checking out the customer. Any rebooked appointments will appear in the employee Rebooking report. Source: https://support.vagaro.com/hc/en-us/articles/221194188-Rebook-an-Appointment",True,The AI's response accurately conveys the method for rebooking an appointment and includes additional helpful information about the employee Rebooking report.
